(300, 4000, 0.1)	0.0031302461392693328
(300, 4500, 0.05)	0.003139372664397498
(300, 4000, 0.01)	0.003132314521082924
(300, 5000, 0.01)	0.003146548829973012
(300, 5000, 0.1)	0.0031443657787429196
(300, 6000, 0.1)	0.0031524452291434835
(300, 5500, 0.0)	0.0031490215721852967
(300, 5500, 0.05)	0.0031488863418054924
(300, 6000, 0.01)	0.0031548905927635254
(300, 4500, 0.0)	0.0031377008722223597
(350, 4500, 0.05)	0.0031304171537690035
(350, 5000, 0.01)	0.003139427614623105
(350, 4000, 0.1)	0.0031225758942290418
(350, 6000, 0.1)	0.003147939608849398
(350, 5500, 0.0)	0.0031429190781463445
(350, 5000, 0.1)	0.003138788180458834
(400, 4500, 0.05)	0.0031244039870765195
(350, 6000, 0.01)	0.0031490151684303545
(350, 5500, 0.05)	0.0031441443323405927
(350, 4000, 0.01)	0.003124987523269387
(350, 4500, 0.0)	0.0031303904819195783
(400, 5500, 0.0)	0.0031397639009001985
(400, 4000, 0.1)	0.003107875751195637
(450, 4500, 0.05)	0.0031158315704250543
(400, 4000, 0.01)	0.0031129756954447942
(400, 5000, 0.01)	0.0031304216971547957
(400, 6000, 0.01)	0.003141672741394319
(400, 6000, 0.1)	0.003138748370071625
(400, 5000, 0.1)	0.003125477587518935
(400, 5500, 0.05)	0.003136807762510116
(450, 5500, 0.0)	0.003133614569646051
(400, 4500, 0.0)	0.003123128055437646
(450, 4000, 0.01)	0.0031078345194585633
(450, 6000, 0.01)	0.003134603489658029
(450, 4000, 0.1)	0.00310403834932799
(450, 6000, 0.1)	0.0031343276685942686
(450, 5000, 0.01)	0.003124901590233116
(450, 5500, 0.05)	0.0031297706164902434
(500, 4000, 0.01)	0.0030973447030271687
(500, 4500, 0.05)	0.003108276246369818
(500, 4000, 0.1)	0.00309180237793923
(500, 5500, 0.0)	0.0031249757375798924
(450, 5000, 0.1)	0.0031213582925072336
(500, 6000, 0.01)	0.003131138680340516
(450, 4500, 0.0)	0.0031184556453976867
(500, 5500, 0.05)	0.003122739214177105
(500, 5000, 0.01)	0.0031166548238041538
(550, 5500, 0.0)	0.0031187600132638123
(500, 6000, 0.1)	0.003128907035168186
(550, 4000, 0.01)	0.003093890199769808
(550, 6000, 0.01)	0.0031235479638027333
(550, 4500, 0.05)	0.0030996075572182554
(500, 5000, 0.1)	0.0031166767207342354
(550, 5500, 0.05)	0.0031169741031071645
(500, 4500, 0.0)	0.0031139127024148033
(600, 6000, 0.01)	0.003120027696325157
(550, 6000, 0.1)	0.003120696285780212
(550, 4000, 0.1)	0.0030896519622921055
(600, 5500, 0.05)	0.0031118310726718137
(550, 5000, 0.01)	0.003113056992051211
(600, 4000, 0.01)	0.0030922333914589445
(300, 4000, 0.05)	0.0031325895234487087
(600, 4500, 0.05)	0.00309339249989298
(550, 5000, 0.1)	0.0031071340867945578
(550, 4500, 0.0)	0.0031058268172986818
(600, 4000, 0.1)	0.0030873210925932994
(600, 5500, 0.0)	0.0031098046439370945
(600, 6000, 0.1)	0.003116686442157843
(600, 5000, 0.01)	0.00310794088131076
(300, 4500, 0.01)	0.0031388925302706277
(600, 5000, 0.1)	0.0031020250797848597
(300, 5000, 0.05)	0.0031451394380383026
(300, 5500, 0.01)	0.0031522458258071004
(350, 4000, 0.05)	0.0031232839225416318
(300, 4500, 0.1)	0.0031388214040165077
(350, 5500, 0.01)	0.0031441739981790473
(300, 6000, 0.05)	0.003151462151165159
(300, 4000, 0.0)	0.003131060823535954
(300, 5500, 0.1)	0.0031500799425847265
(300, 6000, 0.0)	0.0031539340135993653
(350, 5000, 0.05)	0.0031397105659248274
(600, 4500, 0.0)	0.0030935073939998363
(350, 6000, 0.05)	0.0031481286537448283
(400, 5500, 0.01)	0.0031356256297946326
(350, 4500, 0.01)	0.003132428955661612
(400, 4000, 0.05)	0.003114922434533866
(350, 4500, 0.1)	0.003131940777183826
(350, 5500, 0.1)	0.003142556099951257
(350, 4000, 0.0)	0.003120857580560492
(400, 5000, 0.05)	0.0031320204431516214
(350, 6000, 0.0)	0.003148371658237522
(450, 4000, 0.05)	0.0031053628605597792
(300, 5000, 0.0)	0.0031455737253924636
(400, 6000, 0.05)	0.0031435490916658496
(500, 4000, 0.05)	0.0030981169414318697
(400, 4000, 0.0)	0.0031169636003699386
(400, 5500, 0.1)	0.00313273894562029
(450, 5500, 0.01)	0.003129958706224049
(400, 6000, 0.0)	0.003142761355052097
(400, 4500, 0.01)	0.003120736712143124
(400, 4500, 0.1)	0.0031179288301933705
(350, 5000, 0.0)	0.0031377183047419334
(450, 6000, 0.05)	0.0031369862581691757
(450, 5000, 0.05)	0.0031223192525195783
(450, 6000, 0.0)	0.0031378002232633007
(450, 4000, 0.0)	0.0031088298745509725
(450, 4500, 0.01)	0.003116560369325494
(450, 5500, 0.1)	0.00313045807867424
(450, 4500, 0.1)	0.003111753428764974
(500, 5500, 0.01)	0.0031237918887460415
(400, 5000, 0.0)	0.0031334933522980343
(550, 4000, 0.05)	0.0030909304067959055
(500, 6000, 0.05)	0.003129034157745491
(500, 5000, 0.05)	0.0031151677756469246
(500, 6000, 0.0)	0.0031317290768258198
(500, 4500, 0.1)	0.0031040789517429793
(500, 4000, 0.0)	0.0031051142771907807
(500, 5500, 0.1)	0.0031227769334003863
(550, 6000, 0.0)	0.0031262218668512316
(550, 5000, 0.05)	0.003110643921948135
(450, 5000, 0.0)	0.0031247308168386822
(600, 4000, 0.05)	0.003085213609903574
(500, 4500, 0.01)	0.0031084383306651487
(550, 5500, 0.01)	0.0031179625811575207
(550, 4500, 0.1)	0.003096917298603744
(550, 4000, 0.0)	0.0030970532720448014
(600, 5000, 0.05)	0.003101999709412452
(500, 5000, 0.0)	0.0031195813090131286
(550, 5500, 0.1)	0.0031140509223860353
(600, 5500, 0.01)	0.003113398830260672
(600, 6000, 0.0)	0.003116827115877021
(550, 6000, 0.05)	0.0031219000332075105
(550, 4500, 0.01)	0.003106475746744849
(550, 5000, 0.0)	0.003113812586050328
(600, 4000, 0.0)	0.0030842059308451163
(600, 6000, 0.05)	0.003117018825111514
(600, 4500, 0.01)	0.003099873358420046
(600, 4500, 0.1)	0.0030928682427852085
(600, 5500, 0.1)	0.003110834806742656
(600, 5000, 0.0)	0.003102895918958619
